epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,6362.5,0.7235,0.45633,0.8903,0.95734,0.93726,0.97485,0.81499,0.60386,0.36959,0.86876,0.003697,0.003697,0.003697
193,6399.65,0.72623,0.45573,0.88996,0.95746,0.93774,0.97501,0.81445,0.60364,0.36939,0.8687,0.003664,0.003664,0.003664
194,6436.61,0.72399,0.45731,0.89222,0.95565,0.93698,0.97489,0.81423,0.60335,0.369,0.86857,0.003631,0.003631,0.003631
195,6473.08,0.72304,0.45716,0.88993,0.95613,0.93735,0.97502,0.81485,0.60318,0.36911,0.86845,0.003598,0.003598,0.003598
196,6510.07,0.71471,0.44876,0.88578,0.9631,0.93246,0.97517,0.81588,0.60294,0.36913,0.86845,0.003565,0.003565,0.003565
197,6547.85,0.71355,0.45026,0.88421,0.96,0.93215,0.97504,0.81534,0.60298,0.36919,0.86844,0.003532,0.003532,0.003532
198,6583.06,0.71869,0.45525,0.88839,0.95852,0.9352,0.9752,0.81584,0.603,0.36916,0.86846,0.003499,0.003499,0.003499
199,6617.09,0.7147,0.45047,0.88568,0.95775,0.93514,0.97517,0.8161,0.6028,0.36938,0.86835,0.003466,0.003466,0.003466
200,6649.16,0.7183,0.45243,0.88801,0.95904,0.93405,0.97518,0.81645,0.6025,0.36899,0.86816,0.003433,0.003433,0.003433
201,6681.07,0.71502,0.44928,0.88686,0.95929,0.93409,0.97525,0.81613,0.60235,0.36911,0.86807,0.0034,0.0034,0.0034
202,6713.44,0.72283,0.4542,0.89102,0.95928,0.93415,0.97528,0.8159,0.60244,0.36919,0.86802,0.003367,0.003367,0.003367
203,6745.76,0.71589,0.45017,0.88717,0.95958,0.9366,0.9753,0.81661,0.60204,0.36928,0.86786,0.003334,0.003334,0.003334
204,6778.29,0.71421,0.44919,0.88501,0.96021,0.93454,0.97531,0.81665,0.60185,0.36893,0.86774,0.003301,0.003301,0.003301
205,6810.47,0.71368,0.44945,0.88664,0.96122,0.9347,0.97535,0.81648,0.60166,0.36859,0.86767,0.003268,0.003268,0.003268
206,6842.39,0.71234,0.44877,0.88681,0.96102,0.93498,0.97535,0.81662,0.60145,0.36841,0.8676,0.003235,0.003235,0.003235
207,6874.61,0.71485,0.44902,0.88709,0.9626,0.93404,0.97633,0.81593,0.60135,0.36845,0.86751,0.003202,0.003202,0.003202
208,6907.07,0.71058,0.44751,0.88587,0.96044,0.93379,0.97535,0.81634,0.60133,0.3683,0.8675,0.003169,0.003169,0.003169
209,6938.3,0.71275,0.44727,0.88527,0.9626,0.93347,0.97628,0.81717,0.6011,0.36812,0.86736,0.003136,0.003136,0.003136
210,6969.62,0.71777,0.45218,0.88848,0.95964,0.93562,0.97636,0.81602,0.60078,0.36849,0.86732,0.003103,0.003103,0.003103
211,7000.92,0.70645,0.44234,0.88317,0.96254,0.93466,0.97633,0.81657,0.60061,0.36831,0.86721,0.00307,0.00307,0.00307
212,7032.25,0.70646,0.44495,0.88367,0.96222,0.93428,0.97636,0.81662,0.60048,0.36837,0.86711,0.003037,0.003037,0.003037
213,7063.6,0.71025,0.4476,0.88601,0.96157,0.93432,0.97648,0.81664,0.60008,0.36823,0.86697,0.003004,0.003004,0.003004
214,7094.96,0.70447,0.44137,0.88377,0.95975,0.93592,0.97649,0.81707,0.59995,0.36835,0.86689,0.002971,0.002971,0.002971
215,7126.36,0.70337,0.44042,0.88599,0.96059,0.93463,0.97648,0.81668,0.5998,0.36833,0.86679,0.002938,0.002938,0.002938
216,7157.78,0.70007,0.44097,0.88107,0.95975,0.93479,0.97656,0.81753,0.59955,0.36818,0.86674,0.002905,0.002905,0.002905
217,7189.16,0.70383,0.44354,0.88444,0.95978,0.93377,0.97657,0.81701,0.59918,0.36785,0.86667,0.002872,0.002872,0.002872
218,7220.5,0.70018,0.44307,0.88293,0.95781,0.93379,0.97662,0.81707,0.59884,0.36805,0.86659,0.002839,0.002839,0.002839
219,7251.81,0.70079,0.44294,0.88324,0.95743,0.93409,0.97661,0.81754,0.59878,0.36807,0.8665,0.002806,0.002806,0.002806
220,7283.85,0.7031,0.44127,0.88432,0.95678,0.93632,0.9767,0.81791,0.59845,0.36787,0.86636,0.002773,0.002773,0.002773
221,7315.18,0.70355,0.44268,0.88403,0.9567,0.93703,0.97671,0.8178,0.59846,0.36791,0.86629,0.00274,0.00274,0.00274
222,7346.54,0.69815,0.43974,0.88273,0.95651,0.93662,0.97673,0.81878,0.59829,0.36793,0.86623,0.002707,0.002707,0.002707
223,7377.87,0.69863,0.43873,0.88197,0.95599,0.93889,0.97683,0.81901,0.59797,0.36759,0.86608,0.002674,0.002674,0.002674
224,7409.15,0.6941,0.436,0.8809,0.95555,0.93948,0.97684,0.8193,0.59769,0.36745,0.86592,0.002641,0.002641,0.002641
225,7440.53,0.69748,0.43742,0.88197,0.95421,0.93895,0.97704,0.81964,0.59757,0.36766,0.86582,0.002608,0.002608,0.002608
226,7471.87,0.69239,0.43419,0.88034,0.95327,0.93905,0.97703,0.81959,0.59737,0.36724,0.86576,0.002575,0.002575,0.002575
227,7503.16,0.69389,0.43598,0.88056,0.95258,0.93927,0.97681,0.81973,0.59716,0.36697,0.86567,0.002542,0.002542,0.002542
228,7534.44,0.69068,0.43354,0.87919,0.95291,0.93754,0.97674,0.82029,0.59677,0.36709,0.86557,0.002509,0.002509,0.002509
229,7565.69,0.69114,0.43467,0.88054,0.95329,0.93741,0.97674,0.8195,0.59674,0.36707,0.86553,0.002476,0.002476,0.002476
230,7597.05,0.69353,0.43571,0.87966,0.95403,0.93689,0.97685,0.82024,0.59676,0.3669,0.86553,0.002443,0.002443,0.002443
231,7628.29,0.69114,0.433,0.87912,0.95418,0.93603,0.97682,0.82064,0.59656,0.36693,0.86541,0.00241,0.00241,0.00241
232,7659.46,0.68395,0.42872,0.87677,0.9547,0.93527,0.97683,0.82015,0.59621,0.36698,0.8653,0.002377,0.002377,0.002377
233,7690.69,0.68871,0.43469,0.87781,0.95453,0.93528,0.97691,0.82083,0.59597,0.36657,0.86514,0.002344,0.002344,0.002344
234,7721.83,0.68453,0.42976,0.87819,0.9541,0.93688,0.977,0.82052,0.59578,0.36663,0.86506,0.002311,0.002311,0.002311
235,7753.08,0.68491,0.43242,0.87936,0.9544,0.93554,0.97703,0.82183,0.5955,0.36641,0.86491,0.002278,0.002278,0.002278
236,7784.36,0.681,0.4277,0.87624,0.95453,0.93568,0.97706,0.82169,0.5954,0.36655,0.86483,0.002245,0.002245,0.002245
237,7815.63,0.6797,0.42537,0.87775,0.95532,0.93313,0.97706,0.82133,0.59532,0.3664,0.86476,0.002212,0.002212,0.002212
238,7846.91,0.6825,0.42777,0.87769,0.95545,0.93276,0.97705,0.82112,0.5951,0.36638,0.86471,0.002179,0.002179,0.002179
239,7878.28,0.67783,0.4278,0.87564,0.95475,0.93425,0.97697,0.82078,0.59505,0.36608,0.86466,0.002146,0.002146,0.002146
240,7909.53,0.68325,0.42898,0.87763,0.9546,0.93469,0.97695,0.82109,0.59468,0.36585,0.86448,0.002113,0.002113,0.002113
241,7940.8,0.67908,0.42565,0.87654,0.95453,0.93479,0.97699,0.82103,0.59439,0.3656,0.86445,0.00208,0.00208,0.00208
242,7972.12,0.68116,0.42853,0.8797,0.95455,0.93365,0.97707,0.82159,0.59428,0.36568,0.86442,0.002047,0.002047,0.002047
243,8003.46,0.67594,0.42184,0.87645,0.95454,0.93445,0.97713,0.82183,0.59396,0.36555,0.86429,0.002014,0.002014,0.002014
244,8034.8,0.67261,0.42229,0.87511,0.95443,0.93563,0.97709,0.82095,0.59378,0.36535,0.86423,0.001981,0.001981,0.001981
245,8066.11,0.67762,0.42507,0.87934,0.95524,0.93621,0.97731,0.82119,0.59358,0.36538,0.86418,0.001948,0.001948,0.001948
246,8097.4,0.67459,0.42121,0.8759,0.95527,0.93691,0.97721,0.82103,0.59346,0.36528,0.86409,0.001915,0.001915,0.001915
247,8128.86,0.67588,0.42384,0.8753,0.95568,0.93644,0.97735,0.82161,0.59327,0.36541,0.86401,0.001882,0.001882,0.001882
248,8160.24,0.67624,0.42188,0.87402,0.95576,0.93626,0.97731,0.82097,0.5932,0.36522,0.86394,0.001849,0.001849,0.001849
249,8191.52,0.67127,0.42165,0.87468,0.95605,0.93497,0.97736,0.82088,0.5932,0.36522,0.86387,0.001816,0.001816,0.001816
250,8222.71,0.6751,0.42302,0.87392,0.95567,0.93527,0.97724,0.82042,0.59317,0.36514,0.86384,0.001783,0.001783,0.001783
251,8253.82,0.66733,0.41743,0.87066,0.95566,0.93628,0.97738,0.82028,0.59305,0.36506,0.86384,0.00175,0.00175,0.00175
252,8284.98,0.66863,0.41669,0.87409,0.95535,0.93627,0.97725,0.82041,0.59291,0.36476,0.86377,0.001717,0.001717,0.001717
253,8317.22,0.6749,0.42148,0.87364,0.95559,0.93538,0.97736,0.82087,0.5928,0.36465,0.86372,0.001684,0.001684,0.001684
254,8348.48,0.66658,0.41417,0.87152,0.95934,0.935,0.97735,0.82116,0.59259,0.36426,0.86367,0.001651,0.001651,0.001651
255,8379.85,0.66319,0.41334,0.87085,0.96141,0.93412,0.97737,0.8215,0.59268,0.36421,0.86363,0.001618,0.001618,0.001618
256,8411.07,0.66528,0.41533,0.87271,0.96209,0.93306,0.97747,0.82176,0.5925,0.36415,0.86349,0.001585,0.001585,0.001585
257,8442.46,0.66403,0.41381,0.87158,0.9623,0.93303,0.9775,0.82173,0.59227,0.36436,0.86349,0.001552,0.001552,0.001552
258,8473.77,0.66174,0.41344,0.87051,0.96222,0.93302,0.97757,0.82307,0.5921,0.36406,0.86348,0.001519,0.001519,0.001519
259,8505.09,0.66991,0.41959,0.87247,0.96235,0.93286,0.97761,0.82284,0.59204,0.36392,0.86339,0.001486,0.001486,0.001486
260,8536.43,0.6625,0.41449,0.87186,0.96224,0.93293,0.97762,0.82376,0.59176,0.36398,0.86337,0.001453,0.001453,0.001453
261,8567.68,0.65866,0.41032,0.86921,0.96194,0.93296,0.9776,0.82305,0.59154,0.36358,0.86324,0.00142,0.00142,0.00142
262,8598.99,0.66226,0.41402,0.87082,0.96217,0.93287,0.97762,0.82331,0.5913,0.36363,0.86322,0.001387,0.001387,0.001387
263,8630.28,0.66316,0.41634,0.87103,0.96186,0.93312,0.9777,0.82305,0.59106,0.36348,0.86314,0.001354,0.001354,0.001354
264,8661.56,0.66062,0.41766,0.87075,0.96155,0.93309,0.97776,0.82329,0.59087,0.3633,0.86307,0.001321,0.001321,0.001321
265,8692.73,0.65812,0.41074,0.87041,0.96142,0.93308,0.97769,0.82416,0.59073,0.36348,0.86304,0.001288,0.001288,0.001288
266,8724,0.65777,0.412,0.87161,0.96116,0.93312,0.97777,0.82305,0.59066,0.36334,0.86297,0.001255,0.001255,0.001255
267,8755.35,0.65229,0.40867,0.86737,0.96102,0.93311,0.97773,0.82347,0.59056,0.36305,0.86304,0.001222,0.001222,0.001222
268,8786.67,0.65812,0.41059,0.87098,0.96141,0.93308,0.97784,0.82231,0.59039,0.36322,0.86289,0.001189,0.001189,0.001189
269,8817.94,0.6568,0.40865,0.86807,0.96168,0.93307,0.97798,0.8229,0.59034,0.36329,0.86289,0.001156,0.001156,0.001156
270,8849.21,0.65369,0.40697,0.86742,0.96055,0.93172,0.97794,0.82341,0.59036,0.3634,0.86282,0.001123,0.001123,0.001123
271,8880.43,0.64908,0.40565,0.86831,0.96029,0.93087,0.97798,0.8233,0.59039,0.36357,0.86277,0.00109,0.00109,0.00109
272,8911.78,0.65152,0.40734,0.86889,0.96031,0.93181,0.97811,0.82322,0.59011,0.36319,0.86273,0.001057,0.001057,0.001057
273,8943.04,0.64929,0.40585,0.86782,0.95977,0.93194,0.97811,0.82329,0.59023,0.36328,0.86275,0.001024,0.001024,0.001024
274,8974.26,0.65368,0.40904,0.86817,0.95951,0.93229,0.97824,0.82341,0.59008,0.36373,0.86268,0.000991,0.000991,0.000991
275,9005.62,0.65087,0.40625,0.86882,0.95905,0.93304,0.97821,0.82427,0.58992,0.36362,0.86266,0.000958,0.000958,0.000958
276,9036.85,0.64594,0.40221,0.86811,0.95955,0.93119,0.97832,0.82456,0.58984,0.36363,0.86261,0.000925,0.000925,0.000925
277,9068.09,0.64356,0.40365,0.86647,0.95893,0.9315,0.97834,0.82421,0.5894,0.36314,0.86242,0.000892,0.000892,0.000892
278,9099.31,0.6457,0.40367,0.86756,0.95949,0.93281,0.9783,0.82493,0.58928,0.36294,0.8623,0.000859,0.000859,0.000859
279,9130.5,0.64099,0.39772,0.86502,0.95919,0.93132,0.97831,0.82419,0.58913,0.36309,0.86237,0.000826,0.000826,0.000826
280,9161.84,0.64638,0.40355,0.86758,0.95958,0.93131,0.97833,0.82455,0.58886,0.36291,0.8621,0.000793,0.000793,0.000793
281,9193.25,0.63899,0.40162,0.8661,0.96026,0.93107,0.97835,0.82444,0.58861,0.36284,0.86204,0.00076,0.00076,0.00076
282,9224.55,0.63706,0.39816,0.86493,0.96023,0.93131,0.9783,0.82462,0.58854,0.3632,0.86206,0.000727,0.000727,0.000727
283,9255.87,0.64696,0.40344,0.86839,0.9604,0.93126,0.97831,0.82444,0.58862,0.36278,0.862,0.000694,0.000694,0.000694
284,9287.25,0.63811,0.39861,0.86433,0.9604,0.93119,0.97838,0.82516,0.58821,0.36299,0.86182,0.000661,0.000661,0.000661
285,9318.61,0.63752,0.39527,0.8629,0.96047,0.93119,0.97835,0.82491,0.5879,0.36272,0.86177,0.000628,0.000628,0.000628
286,9349.77,0.63773,0.39744,0.86374,0.96044,0.93133,0.97839,0.82614,0.58773,0.36304,0.86163,0.000595,0.000595,0.000595
287,9381.06,0.63718,0.3967,0.86479,0.96039,0.93107,0.97836,0.82565,0.58762,0.36308,0.86154,0.000562,0.000562,0.000562
288,9412.36,0.62876,0.39138,0.86279,0.96023,0.93107,0.97843,0.82626,0.58768,0.36312,0.86151,0.000529,0.000529,0.000529
289,9443.65,0.63328,0.39355,0.86523,0.96052,0.93112,0.97822,0.82645,0.58727,0.36366,0.86149,0.000496,0.000496,0.000496
290,9476.17,0.62752,0.39216,0.86212,0.96052,0.93109,0.97825,0.82656,0.58718,0.36351,0.86142,0.000463,0.000463,0.000463
291,9526.22,0.51616,0.31484,0.82432,0.96051,0.93114,0.97821,0.82677,0.587,0.36318,0.86137,0.00043,0.00043,0.00043
292,9556.74,0.51112,0.3114,0.82271,0.96046,0.93119,0.97821,0.82682,0.58658,0.36323,0.86125,0.000397,0.000397,0.000397
293,9587.32,0.5109,0.31189,0.82278,0.96046,0.93122,0.97823,0.82661,0.58666,0.36319,0.86117,0.000364,0.000364,0.000364
294,9617.79,0.5117,0.31279,0.82328,0.9603,0.93134,0.97837,0.82712,0.58665,0.36351,0.86116,0.000331,0.000331,0.000331
295,9648.32,0.50613,0.30959,0.82156,0.96031,0.93134,0.97831,0.82665,0.58615,0.36373,0.86101,0.000298,0.000298,0.000298
296,9678.78,0.50505,0.31043,0.82217,0.96028,0.93139,0.97834,0.82737,0.58626,0.36369,0.86093,0.000265,0.000265,0.000265
297,9709.22,0.50896,0.31033,0.82257,0.96036,0.93121,0.97839,0.82729,0.58612,0.36377,0.86085,0.000232,0.000232,0.000232
298,9739.67,0.50548,0.30781,0.82201,0.96075,0.93119,0.9784,0.82602,0.58606,0.36396,0.8608,0.000199,0.000199,0.000199
299,9770.14,0.50336,0.30857,0.82151,0.96081,0.93128,0.97842,0.82575,0.58583,0.36368,0.86067,0.000166,0.000166,0.000166
300,9800.6,0.50464,0.3075,0.82271,0.96082,0.93119,0.97846,0.82568,0.58575,0.36351,0.8606,0.000133,0.000133,0.000133
